Time,Gear Ratio,Fuel Level (liter),RPM,X,Y
506,2.34,48.20577381,1100,-114.083886,51.04342744
507,2.34,48.20221429,1100,-114.0839073,51.04318103
508,2.34,48.19865476,1100,-114.0839233,51.04295781
509,2.34,48.19509524,1100,-114.1180905,51.0738211
510,2.34,48.19153571,1100,-114.1181153,51.07388344
511,2.34,48.18797619,1100,-114.1181548,51.07398473
512,2.34,48.18441667,1100,-114.11821,51.07410577
513,2.34,48.18085714,1100,-114.1182462,51.0741867
514,2.34,48.17729762,1100,-114.0848555,51.0668293
515,2.34,48.1737381,1100,-114.0846965,51.06682897
516,2.34,48.17017857,1100,-114.0845029,51.06682821
517,2.34,48.16661905,1100,-114.0842566,51.06682884
518,2.34,48.16305952,1100,-114.0841394,51.06682853
519,2.34,48.1595,1100,-114.0811176,51.04796219
520,2.34,48.15594048,1100,-114.0811261,51.04784215
521,2.34,48.15238095,1100,-114.0811347,51.0477221
522,2.34,48.14882143,1100,-114.0811433,51.04760205
523,2.34,48.1452619,1100,-114.0811518,51.047482
524,2.34,48.14170238,1100,-114.0550044,51.0796266
525,2.34,48.13814286,1100,-114.0549985,51.0797143
526,2.34,48.13458333,1100,-114.054813,51.08051333
527,2.34,48.13102381,1100,-114.0946754,51.04683758
528,2.34,48.12746429,1100,-114.0946732,51.0469263
529,2.34,48.12390476,1100,-114.0946716,51.04699271
530,2.34,48.12034524,1100,-114.0946699,51.0470617
531,2.34,48.11678571,1100,-114.0946659,51.0472222
532,2.34,48.11322619,1100,-114.0946642,51.04730106
533,2.34,48.10966667,1100,-114.0946812,51.04732762
534,2.34,48.10610714,1100,-114.0946894,51.04733561
535,2.34,48.10254762,1100,-114.0946947,51.04733977
536,2.34,48.0989881,1100,-114.0599874,51.11066032
537,2.34,48.09542857,1100,-114.060363,51.11066113
538,2.34,48.09186905,1100,-114.0610085,51.1106616
539,2.34,48.08830952,1100,-114.0616934,51.11066433
540,2.34,48.08475,1100,-114.0946983,51.05111528
541,2.34,48.08119048,1100,-114.0946961,51.05126137
542,2.34,48.07763095,1100,-114.0815392,51.04511923
543,2.34,48.07407143,1100,-114.0813602,51.0451142
544,2.34,48.0705119,1100,-114.0812729,51.04511175
545,2.34,48.06695238,1100,-114.0812552,51.04511125
546,2.34,48.06339286,1100,-114.0810067,51.04510426
547,2.34,48.05983333,1100,-114.1272211,51.10308855
548,2.34,48.05627381,1100,-114.1271002,51.10301656
549,2.34,48.05271429,1100,-114.1268905,51.10289675
550,2.34,48.04915476,1100,-114.1267324,51.10280936
551,2.34,48.04559524,1100,-114.1266654,51.10277092
552,2.34,48.04203571,1100,-114.0516986,51.05278713
553,2.34,48.03847619,1100,-114.0516971,51.05256811
554,2.34,48.03491667,1100,-114.0516957,51.05234908
555,2.34,48.03135714,1100,-114.0516942,51.05213005
556,2.34,48.02779762,1100,-114.0516927,51.05191102
557,2.34,48.0242381,1100,-114.0523911,51.08367007
558,2.34,48.02067857,1100,-114.052378,51.0837071
559,2.34,48.01711905,1100,-114.052355,51.08377978
560,2.34,48.01355952,1100,-114.0522757,51.0841037
561,2.34,48.01,1100,-114.0455578,51.09603436
562,2.34,48.00644048,1100,-114.0453395,51.09603444
563,2.34,48.00288095,1100,-114.0451511,51.09603507
564,2.34,47.99932143,1100,-114.0449323,51.0960346
565,2.34,47.9957619,1100,-114.044557,51.09603415
566,2.34,47.99220238,1100,-114.0442828,51.09603425
567,2.34,47.98864286,1100,-114.0439678,51.09603438
568,2.34,47.98508333,1100,-114.0434656,51.09603404
569,2.34,47.98152381,1100,-114.04314,51.09603417
570,2.34,47.97796429,1100,-114.0426789,51.09603432
571,2.34,47.97440476,1100,-114.0424091,51.09603442
572,2.34,47.97084524,1100,-114.0422281,51.09603505
573,2.34,47.96728571,1100,-114.0419293,51.09603461
574,2.34,47.96372619,1100,-114.0417574,51.09603459
575,2.34,47.96016667,1100,-114.0848721,51.06785765
576,2.34,47.95660714,1100,-114.0848788,51.06830159
577,2.34,47.95304762,1300,-114.1285024,51.07420098
578,2.34,47.9494881,1300,-114.1284436,51.07417819
579,2.34,47.94592857,1300,-114.1283623,51.07414754
580,2.34,47.94236905,1300,-114.1282647,51.0741137
581,2.34,47.93880952,1300,-114.0764525,51.06699158
582,2.34,47.93525,1300,-114.076842,51.06699191
583,2.34,47.93169048,1300,-114.0771809,51.06699079
584,2.34,47.92813095,1300,-114.0776799,51.06699046
585,2.34,47.92457143,1300,-114.0783107,51.06699049
586,2.34,47.9210119,1300,-114.0787827,51.06698972
587,2.34,47.91745238,1300,-114.0789144,51.06698996
588,2.34,47.91389286,1300,-114.0624402,51.10057329
589,2.34,47.91033333,1300,-114.0624402,51.10109222
590,2.34,47.90677381,1300,-114.0624402,51.10161114
591,2.34,47.90321429,1300,-114.0624402,51.10213007
592,2.34,47.89965476,1300,-114.0624402,51.102649
593,2.34,47.89609524,1300,-114.046707,51.10562845
594,2.34,47.89253571,1300,-114.0465301,51.10493494
595,2.34,47.88897619,1300,-114.0463351,51.10426309
596,2.34,47.88541667,1300,-114.0461813,51.10378177
597,2.34,47.88185714,1300,-114.0459822,51.10322433
598,2.34,47.87829762,1300,-114.1354654,51.0742936
599,2.34,47.8747381,1300,-114.1353601,51.07428925
600,2.34,47.87117857,1300,-114.1351914,51.07428786
